Country,MetricYear,Value,Organism,Drug
Lithuania,%R_2012,10.7,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,%R_2012,30.1,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,%R_2012,30.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,%R_2012,38.5,Pseudomonas aeruginosa,piperacillin+tazobactam
Iceland,N_2013,11.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,N_2013,34.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,N_2013,414.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,N_2013,47.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,N_2013,198.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,N_2013,531.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,N_2013,17.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,N_2013,381.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,N_2013,327.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,N_2013,431.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,N_2013,818.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,N_2013,202.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,N_2013,133.0,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,N_2013,671.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,N_2013,616.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,N_2013,24.0,Pseudomonas aeruginosa,piperacillin+tazobactam
France,N_2013,1815.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,N_2013,629.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,N_2013,863.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,N_2013,24.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,N_2013,233.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,N_2013,87.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,N_2013,516.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,N_2013,657.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,N_2013,59.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,N_2013,35.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,N_2013,754.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,N_2013,171.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,N_2013,265.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Iceland,%R_2013,0.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,%R_2013,11.8,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,%R_2013,2.4,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,%R_2013,8.5,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,%R_2013,9.1,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,%R_2013,7.3,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,%R_2013,11.8,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,%R_2013,6.6,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,%R_2013,8.6,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,%R_2013,13.2,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,%R_2013,8.6,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,%R_2013,11.4,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,%R_2013,13.5,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,%R_2013,4.8,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,%R_2013,13.3,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,%R_2013,20.8,Pseudomonas aeruginosa,piperacillin+tazobactam
France,%R_2013,15.4,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,%R_2013,18.8,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,%R_2013,29.9,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,%R_2013,20.8,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,%R_2013,23.6,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,%R_2013,24.1,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,%R_2013,27.5,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,%R_2013,19.8,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,%R_2013,13.6,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,%R_2013,8.6,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,%R_2013,30.9,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,%R_2013,31.6,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,%R_2013,41.5,Pseudomonas aeruginosa,piperacillin+tazobactam
Iceland,N_2014,11.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,N_2014,37.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,N_2014,388.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,N_2014,42.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,N_2014,254.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,N_2014,337.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,N_2014,39.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,N_2014,530.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,N_2014,306.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,N_2014,294.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,N_2014,870.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,N_2014,178.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,N_2014,112.0,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,N_2014,610.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,N_2014,636.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,N_2014,38.0,Pseudomonas aeruginosa,piperacillin+tazobactam
France,N_2014,1783.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,N_2014,642.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,N_2014,666.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,N_2014,3.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,N_2014,216.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,N_2014,1061.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,N_2014,429.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,N_2014,736.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,N_2014,48.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,N_2014,31.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,N_2014,686.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,N_2014,185.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,N_2014,269.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Iceland,%R_2014,9.1,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,%R_2014,10.8,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,%R_2014,4.4,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,%R_2014,16.7,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,%R_2014,7.9,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,%R_2014,4.7,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,%R_2014,10.3,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,%R_2014,8.1,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,%R_2014,6.9,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,%R_2014,9.5,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,%R_2014,7.8,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,%R_2014,11.2,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,%R_2014,25.9,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,%R_2014,4.8,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,%R_2014,11.8,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,%R_2014,10.5,Pseudomonas aeruginosa,piperacillin+tazobactam
France,%R_2014,17.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,%R_2014,17.4,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,%R_2014,31.4,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,%R_2014,66.7,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,%R_2014,24.5,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,%R_2014,28.5,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,%R_2014,23.1,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,%R_2014,23.5,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,%R_2014,31.3,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,%R_2014,32.3,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,%R_2014,31.5,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,%R_2014,32.4,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,%R_2014,36.1,Pseudomonas aeruginosa,piperacillin+tazobactam
Iceland,N_2015,11.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,N_2015,27.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,N_2015,441.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,N_2015,43.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,N_2015,227.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,N_2015,399.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,N_2015,16.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,N_2015,494.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,N_2015,333.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,N_2015,251.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,N_2015,871.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,N_2015,195.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,N_2015,141.0,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,N_2015,493.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,N_2015,675.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,N_2015,25.0,Pseudomonas aeruginosa,piperacillin+tazobactam
France,N_2015,1915.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,N_2015,941.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,N_2015,638.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,N_2015,13.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,N_2015,249.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,N_2015,1176.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,N_2015,463.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,N_2015,747.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,N_2015,55.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,N_2015,41.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,N_2015,1074.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,N_2015,249.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,N_2015,257.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Iceland,%R_2015,0.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,%R_2015,0.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,%R_2015,4.1,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,%R_2015,4.7,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,%R_2015,5.7,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,%R_2015,5.8,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,%R_2015,6.3,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,%R_2015,6.5,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,%R_2015,7.2,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,%R_2015,8.0,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,%R_2015,9.1,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,%R_2015,9.2,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,%R_2015,9.9,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,%R_2015,10.3,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,%R_2015,11.9,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,%R_2015,16.0,Pseudomonas aeruginosa,piperacillin+tazobactam
France,%R_2015,16.1,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,%R_2015,17.7,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,%R_2015,22.3,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,%R_2015,23.1,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,%R_2015,24.5,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,%R_2015,24.5,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,%R_2015,25.3,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,%R_2015,26.9,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,%R_2015,27.3,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,%R_2015,29.3,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,%R_2015,29.5,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,%R_2015,37.8,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,%R_2015,42.4,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,N_2012,32.0,Pseudomonas aeruginosa,fluoroquinolones
Sweden,N_2012,357.0,Pseudomonas aeruginosa,fluoroquinolones
Denmark,N_2012,389.0,Pseudomonas aeruginosa,fluoroquinolones
Norway,N_2012,209.0,Pseudomonas aeruginosa,fluoroquinolones
Netherlands,N_2012,395.0,Pseudomonas aeruginosa,fluoroquinolones
Iceland,N_2012,10.0,Pseudomonas aeruginosa,fluoroquinolones
United Kingdom,N_2012,664.0,Pseudomonas aeruginosa,fluoroquinolones
Finland,N_2012,327.0,Pseudomonas aeruginosa,fluoroquinolones
Ireland,N_2012,215.0,Pseudomonas aeruginosa,fluoroquinolones
Austria,N_2012,487.0,Pseudomonas aeruginosa,fluoroquinolones
Belgium,N_2012,329.0,Pseudomonas aeruginosa,fluoroquinolones
Cyprus,N_2012,52.0,Pseudomonas aeruginosa,fluoroquinolones
Malta,N_2012,31.0,Pseudomonas aeruginosa,fluoroquinolones
Slovenia,N_2012,134.0,Pseudomonas aeruginosa,fluoroquinolones
Germany,N_2012,434.0,Pseudomonas aeruginosa,fluoroquinolones
Luxembourg,N_2012,31.0,Pseudomonas aeruginosa,fluoroquinolones
France,N_2012,1723.0,Pseudomonas aeruginosa,fluoroquinolones
Portugal,N_2012,587.0,Pseudomonas aeruginosa,fluoroquinolones
Spain,N_2012,848.0,Pseudomonas aeruginosa,fluoroquinolones
Latvia,N_2012,18.0,Pseudomonas aeruginosa,fluoroquinolones
Italy,N_2012,675.0,Pseudomonas aeruginosa,fluoroquinolones
Hungary,N_2012,618.0,Pseudomonas aeruginosa,fluoroquinolones
Lithuania,N_2012,28.0,Pseudomonas aeruginosa,fluoroquinolones
Czech Republic,N_2012,489.0,Pseudomonas aeruginosa,fluoroquinolones
Greece,N_2012,864.0,Pseudomonas aeruginosa,fluoroquinolones
Croatia,N_2012,194.0,Pseudomonas aeruginosa,fluoroquinolones
Poland,N_2012,176.0,Pseudomonas aeruginosa,fluoroquinolones
Bulgaria,N_2012,52.0,Pseudomonas aeruginosa,fluoroquinolones
Slovakia,N_2012,199.0,Pseudomonas aeruginosa,fluoroquinolones
Estonia,%R_2012,15.6,Pseudomonas aeruginosa,fluoroquinolones
Sweden,%R_2012,6.7,Pseudomonas aeruginosa,fluoroquinolones
Denmark,%R_2012,4.1,Pseudomonas aeruginosa,fluoroquinolones
Norway,%R_2012,5.7,Pseudomonas aeruginosa,fluoroquinolones
Netherlands,%R_2012,6.1,Pseudomonas aeruginosa,fluoroquinolones
Iceland,%R_2012,10.0,Pseudomonas aeruginosa,fluoroquinolones
United Kingdom,%R_2012,4.8,Pseudomonas aeruginosa,fluoroquinolones
Finland,%R_2012,8.0,Pseudomonas aeruginosa,fluoroquinolones
Ireland,%R_2012,14.9,Pseudomonas aeruginosa,fluoroquinolones
Austria,%R_2012,14.4,Pseudomonas aeruginosa,fluoroquinolones
Belgium,%R_2012,18.2,Pseudomonas aeruginosa,fluoroquinolones
Cyprus,%R_2012,15.4,Pseudomonas aeruginosa,fluoroquinolones
Malta,%R_2012,0.0,Pseudomonas aeruginosa,fluoroquinolones
Slovenia,%R_2012,14.9,Pseudomonas aeruginosa,fluoroquinolones
Germany,%R_2012,19.6,Pseudomonas aeruginosa,fluoroquinolones
Luxembourg,%R_2012,19.4,Pseudomonas aeruginosa,fluoroquinolones
France,%R_2012,22.2,Pseudomonas aeruginosa,fluoroquinolones
Portugal,%R_2012,25.6,Pseudomonas aeruginosa,fluoroquinolones
Spain,%R_2012,21.0,Pseudomonas aeruginosa,fluoroquinolones
Latvia,%R_2012,22.2,Pseudomonas aeruginosa,fluoroquinolones
Italy,%R_2012,31.4,Pseudomonas aeruginosa,fluoroquinolones
Hungary,%R_2012,22.3,Pseudomonas aeruginosa,fluoroquinolones
Lithuania,%R_2012,10.7,Pseudomonas aeruginosa,fluoroquinolones
Czech Republic,%R_2012,30.9,Pseudomonas aeruginosa,fluoroquinolones
Greece,%R_2012,44.3,Pseudomonas aeruginosa,fluoroquinolones
Croatia,%R_2012,25.3,Pseudomonas aeruginosa,fluoroquinolones
Poland,%R_2012,26.7,Pseudomonas aeruginosa,fluoroquinolones
Bulgaria,%R_2012,32.7,Pseudomonas aeruginosa,fluoroquinolones
Slovakia,%R_2012,56.3,Pseudomonas aeruginosa,fluoroquinolones
Estonia,N_2013,20.0,Pseudomonas aeruginosa,fluoroquinolones
Sweden,N_2013,531.0,Pseudomonas aeruginosa,fluoroquinolones
Denmark,N_2013,408.0,Pseudomonas aeruginosa,fluoroquinolones
Norway,N_2013,205.0,Pseudomonas aeruginosa,fluoroquinolones
Netherlands,N_2013,370.0,Pseudomonas aeruginosa,fluoroquinolones
Iceland,N_2013,11.0,Pseudomonas aeruginosa,fluoroquinolones
United Kingdom,N_2013,711.0,Pseudomonas aeruginosa,fluoroquinolones
Finland,N_2013,317.0,Pseudomonas aeruginosa,fluoroquinolones
Ireland,N_2013,205.0,Pseudomonas aeruginosa,fluoroquinolones
Austria,N_2013,533.0,Pseudomonas aeruginosa,fluoroquinolones
Belgium,N_2013,486.0,Pseudomonas aeruginosa,fluoroquinolones
Cyprus,N_2013,47.0,Pseudomonas aeruginosa,fluoroquinolones
Malta,N_2013,25.0,Pseudomonas aeruginosa,fluoroquinolones
Slovenia,N_2013,133.0,Pseudomonas aeruginosa,fluoroquinolones
Germany,N_2013,611.0,Pseudomonas aeruginosa,fluoroquinolones
Luxembourg,N_2013,34.0,Pseudomonas aeruginosa,fluoroquinolones
France,N_2013,1863.0,Pseudomonas aeruginosa,fluoroquinolones
Portugal,N_2013,735.0,Pseudomonas aeruginosa,fluoroquinolones
Spain,N_2013,825.0,Pseudomonas aeruginosa,fluoroquinolones
Latvia,N_2013,25.0,Pseudomonas aeruginosa,fluoroquinolones
Italy,N_2013,773.0,Pseudomonas aeruginosa,fluoroquinolones
Hungary,N_2013,667.0,Pseudomonas aeruginosa,fluoroquinolones
Lithuania,N_2013,37.0,Pseudomonas aeruginosa,fluoroquinolones
Czech Republic,N_2013,516.0,Pseudomonas aeruginosa,fluoroquinolones
Greece,N_2013,853.0,Pseudomonas aeruginosa,fluoroquinolones
Croatia,N_2013,240.0,Pseudomonas aeruginosa,fluoroquinolones
Poland,N_2013,194.0,Pseudomonas aeruginosa,fluoroquinolones
Bulgaria,N_2013,60.0,Pseudomonas aeruginosa,fluoroquinolones
Slovakia,N_2013,286.0,Pseudomonas aeruginosa,fluoroquinolones
Estonia,%R_2013,25.0,Pseudomonas aeruginosa,fluoroquinolones
Sweden,%R_2013,6.0,Pseudomonas aeruginosa,fluoroquinolones
Denmark,%R_2013,3.2,Pseudomonas aeruginosa,fluoroquinolones
Norway,%R_2013,8.8,Pseudomonas aeruginosa,fluoroquinolones
Netherlands,%R_2013,6.2,Pseudomonas aeruginosa,fluoroquinolones
Iceland,%R_2013,0.0,Pseudomonas aeruginosa,fluoroquinolones
