Country,Value,Metric,Year,Organism,Drug
Cyprus,17.7,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Estonia,22.2,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
France,22.5,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Portugal,25.0,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Bulgaria,28.6,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Italy,29.7,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Hungary,30.2,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Croatia,32.4,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Latvia,36.6,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Lithuania,39.9,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Czech Republic,41.5,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Greece,46.7,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Poland,54.0,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovakia,59.6,%R,2015,Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Iceland,10.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,31.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,389.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,50.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,198.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,271.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,31.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,386.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,314.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,342.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,835.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,216.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,134.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,636.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,588.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,31.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
France,1627.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,432.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,849.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,17.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,194.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,586.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,489.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,610.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,50.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,28.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,541.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,160.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,195.0,N,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Iceland,10.0,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,16.1,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,4.6,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,10.0,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,7.1,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,5.9,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,16.1,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,5.2,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,7.6,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,9.6,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,6.7,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,16.2,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,7.5,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,3.1,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,18.2,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,9.7,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
France,19.9,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,15.5,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,34.3,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,17.6,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,24.2,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,19.8,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,26.4,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,19.2,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,26.0,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,10.7,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,30.1,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,30.0,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,38.5,%R,2012,Pseudomonas aeruginosa,piperacillin+tazobactam
Iceland,11.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,34.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,414.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,47.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,198.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,531.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,17.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,381.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,327.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,431.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,818.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,202.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,133.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,671.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,616.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,24.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
France,1815.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,629.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,863.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,24.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,233.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,87.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,516.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,657.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,59.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,35.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,754.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,171.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,265.0,N,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Iceland,0.0,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,11.8,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,2.4,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,8.5,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,9.1,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,7.3,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,11.8,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,6.6,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,8.6,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,13.2,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,8.6,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,11.4,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,13.5,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,4.8,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,13.3,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,20.8,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
France,15.4,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,18.8,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,29.9,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,20.8,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,23.6,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,24.1,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,27.5,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,19.8,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,13.6,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,8.6,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,30.9,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,31.6,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,41.5,%R,2013,Pseudomonas aeruginosa,piperacillin+tazobactam
Iceland,11.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,37.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,388.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,42.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,254.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,337.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,39.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,530.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,306.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,294.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,870.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,178.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,112.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,610.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,636.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,38.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
France,1783.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,642.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,666.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,3.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,216.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,1061.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,429.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,736.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,48.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,31.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,686.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,185.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,269.0,N,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Iceland,9.1,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,10.8,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,4.4,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,16.7,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,7.9,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,4.7,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,10.3,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,8.1,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,6.9,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,9.5,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,7.8,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,11.2,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,25.9,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,4.8,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,11.8,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,10.5,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
France,17.0,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,17.4,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,31.4,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,66.7,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,24.5,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,28.5,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,23.1,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,23.5,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,31.3,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,32.3,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,31.5,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,32.4,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,36.1,%R,2014,Pseudomonas aeruginosa,piperacillin+tazobactam
Iceland,11.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,27.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,441.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,43.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,227.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,399.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,16.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,494.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,333.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,251.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,871.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,195.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,141.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,493.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,675.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,25.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
France,1915.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,941.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,638.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,13.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,249.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,1176.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,463.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,747.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,55.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,41.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,1074.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,249.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,257.0,N,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Iceland,0.0,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Luxembourg,0.0,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Denmark,4.1,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Cyprus,4.7,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Norway,5.7,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Sweden,5.8,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,6.3,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Netherlands,6.5,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Finland,7.2,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Belgium,8.0,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Spain,9.1,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Ireland,9.2,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovenia,9.9,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
United Kingdom,10.3,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Austria,11.9,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Malta,16.0,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
France,16.1,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Germany,17.7,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Greece,22.3,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Latvia,23.1,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Croatia,24.5,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Portugal,24.5,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Czech Republic,25.3,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Hungary,26.9,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Bulgaria,27.3,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Lithuania,29.3,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Italy,29.5,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Poland,37.8,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Slovakia,42.4,%R,2015,Pseudomonas aeruginosa,piperacillin+tazobactam
Estonia,32.0,N,2012,Pseudomonas aeruginosa,fluoroquinolones
Sweden,357.0,N,2012,Pseudomonas aeruginosa,fluoroquinolones
Denmark,389.0,N,2012,Pseudomonas aeruginosa,fluoroquinolones
Norway,209.0,N,2012,Pseudomonas aeruginosa,fluoroquinolones
